dt,AverageTemperature,AverageTemperatureUncertainty,Country
1979-02-01,15.386,0.361,Algeria
1979-03-01,18.965,0.208,Algeria
1979-04-01,21.673,0.45,Algeria
1979-05-01,27.171,0.277,Algeria
1979-06-01,31.603,0.249,Algeria
1979-07-01,33.777,0.262,Algeria
1979-08-01,33.766,0.187,Algeria
1979-09-01,29.25,0.331,Algeria
1979-10-01,24.618,0.268,Algeria
1979-11-01,16.48,0.278,Algeria
1979-12-01,12.532,0.604,Algeria
1980-01-01,12.731,0.272,Algeria
1980-02-01,15.286,0.381,Algeria
1980-03-01,18.322,0.431,Algeria
1980-04-01,22.96,0.299,Algeria
1980-05-01,26.708,0.493,Algeria
1980-06-01,32.472,0.509,Algeria
1980-07-01,33.274,0.568,Algeria
1980-08-01,33.355,0.366,Algeria
1980-09-01,30.114,0.266,Algeria
1980-10-01,23.393,0.324,Algeria
1980-11-01,18.196,0.258,Algeria
1980-12-01,11.110999999999999,0.428,Algeria
1981-01-01,10.24,0.287,Algeria
1981-02-01,13.759,0.453,Algeria
1981-03-01,20.691,0.217,Algeria
1981-04-01,24.105999999999998,0.447,Algeria
1981-05-01,28.193,0.394,Algeria
1981-06-01,32.428000000000004,0.471,Algeria
1981-07-01,33.827,0.462,Algeria
1981-08-01,32.282,0.294,Algeria
1981-09-01,30.198,0.368,Algeria
1981-10-01,25.156,0.338,Algeria
1981-11-01,17.488,0.319,Algeria
1981-12-01,14.583,0.268,Algeria
1982-01-01,12.620999999999999,0.4370000000000001,Algeria
1982-02-01,14.419,0.375,Algeria
1982-03-01,18.553,0.279,Algeria
1982-04-01,22.119000000000003,0.243,Algeria
1982-05-01,27.238000000000003,0.31,Algeria
1982-06-01,32.68,0.248,Algeria
1982-07-01,34.116,0.631,Algeria
1982-08-01,33.292,0.233,Algeria
1982-09-01,29.95,0.2,Algeria
1982-10-01,23.943,0.294,Algeria
1982-11-01,16.619,0.424,Algeria
1982-12-01,11.58,0.435,Algeria
1983-01-01,10.579,0.33,Algeria
1983-02-01,14.884,0.35,Algeria
1983-03-01,18.718,0.34,Algeria
1983-04-01,24.016,0.35700000000000004,Algeria
1983-05-01,28.664,0.306,Algeria
1983-06-01,32.119,0.378,Algeria
1983-07-01,34.436,0.278,Algeria
1983-08-01,34.225,0.202,Algeria
1983-09-01,30.287,0.294,Algeria
1983-10-01,23.929,0.362,Algeria
1983-11-01,19.636,0.405,Algeria
1983-12-01,12.703,0.394,Algeria
1984-01-01,11.595,0.342,Algeria
1984-02-01,13.571,0.316,Algeria
1984-03-01,18.247,0.396,Algeria
1984-04-01,24.081999999999997,0.276,Algeria
1984-05-01,26.962,0.453,Algeria
1984-06-01,32.176,0.252,Algeria
1984-07-01,33.101,0.245,Algeria
1984-08-01,33.467,0.335,Algeria
1984-09-01,30.415,0.35600000000000004,Algeria
1984-10-01,22.561,0.476,Algeria
1984-11-01,18.166,0.736,Algeria
1984-12-01,12.414000000000001,0.301,Algeria
1985-01-01,11.495,0.362,Algeria
1985-02-01,16.929000000000002,0.266,Algeria
1985-03-01,17.915,0.252,Algeria
1985-04-01,22.724,0.373,Algeria
1985-05-01,26.726000000000006,0.35700000000000004,Algeria
1985-06-01,33.404,0.613,Algeria
1985-07-01,33.873000000000005,0.28800000000000003,Algeria
1985-08-01,33.352,0.301,Algeria
1985-09-01,29.69,0.342,Algeria
1985-10-01,23.967,0.407,Algeria
1985-11-01,19.464000000000002,0.359,Algeria
1985-12-01,12.776,0.385,Algeria
1986-01-01,11.79,0.321,Algeria
1986-02-01,15.624,0.388,Algeria
1986-03-01,17.737000000000002,0.295,Algeria
1986-04-01,22.934,0.321,Algeria
1986-05-01,28.698,0.407,Algeria
1986-06-01,31.796999999999997,0.581,Algeria
1986-07-01,33.813,0.28600000000000003,Algeria
1986-08-01,33.843,0.239,Algeria
1986-09-01,30.319000000000003,0.3,Algeria
1986-10-01,24.16,0.255,Algeria
1986-11-01,16.678,0.28300000000000003,Algeria
1986-12-01,11.687,0.35200000000000004,Algeria
1987-01-01,12.38,0.443,Algeria
1987-02-01,15.148,0.276,Algeria
1987-03-01,19.598,0.28,Algeria
1987-04-01,24.076999999999998,0.279,Algeria
1987-05-01,28.745,0.365,Algeria
1987-06-01,32.621,0.317,Algeria
1987-07-01,34.741,0.524,Algeria
1987-08-01,34.317,0.263,Algeria
1987-09-01,30.924,0.426,Algeria
1987-10-01,25.325000000000006,0.24,Algeria
1987-11-01,17.942999999999998,0.28300000000000003,Algeria
1987-12-01,15.154000000000002,0.233,Algeria
1988-01-01,13.089,0.32299999999999995,Algeria
1988-02-01,15.605,0.34,Algeria
1988-03-01,18.59,0.282,Algeria
1988-04-01,24.559,0.412,Algeria
1988-05-01,28.459,0.34700000000000003,Algeria
1988-06-01,32.412,0.516,Algeria
1988-07-01,35.010999999999996,0.416,Algeria
1988-08-01,34.118,0.324,Algeria
1988-09-01,29.675,0.251,Algeria
1988-10-01,24.708,0.221,Algeria
1988-11-01,18.577,0.297,Algeria
1988-12-01,10.985,0.379,Algeria
1989-01-01,11.175999999999998,0.26,Algeria
1989-02-01,14.214,0.305,Algeria
1989-03-01,18.847,0.231,Algeria
1989-04-01,22.520000000000003,0.26,Algeria
1989-05-01,27.645,0.327,Algeria
1989-06-01,31.616999999999997,0.315,Algeria
1989-07-01,33.894,0.35200000000000004,Algeria
1989-08-01,33.797,0.364,Algeria
1989-09-01,31.188000000000002,0.24,Algeria
1989-10-01,24.96,0.34,Algeria
1989-11-01,19.234,0.282,Algeria
1989-12-01,15.6,0.32299999999999995,Algeria
1990-01-01,12.207,0.4920000000000001,Algeria
1990-02-01,16.058999999999994,0.303,Algeria
1990-03-01,19.661,0.615,Algeria
1990-04-01,23.09,0.218,Algeria
1990-05-01,27.491,0.477,Algeria
1990-06-01,33.167,0.396,Algeria
1990-07-01,34.082,0.401,Algeria
1990-08-01,33.412,0.391,Algeria
1990-09-01,31.688000000000002,0.24,Algeria
1990-10-01,26.006,0.504,Algeria
1990-11-01,18.55,0.361,Algeria
1990-12-01,12.76,0.377,Algeria
1991-01-01,11.519,0.493,Algeria
1991-02-01,13.943,0.248,Algeria
1991-03-01,18.792,0.451,Algeria
1991-04-01,22.058000000000003,0.306,Algeria
1991-05-01,25.674,0.361,Algeria
1991-06-01,31.822,0.384,Algeria
1991-07-01,34.400999999999996,0.49,Algeria
1991-08-01,33.404,0.334,Algeria
1991-09-01,30.575,0.237,Algeria
1991-10-01,24.006,0.271,Algeria
1991-11-01,17.465999999999998,0.324,Algeria
1991-12-01,12.472999999999999,0.434,Algeria
1992-01-01,10.925,0.259,Algeria
1992-02-01,15.050999999999998,0.301,Algeria
1992-03-01,17.410999999999998,0.318,Algeria
1992-04-01,21.845,0.333,Algeria
1992-05-01,26.372,0.363,Algeria
1992-06-01,30.546,0.4970000000000001,Algeria
1992-07-01,33.077,0.289,Algeria
1992-08-01,33.204,0.305,Algeria
1992-09-01,29.878,0.35200000000000004,Algeria
1992-10-01,24.22,0.379,Algeria
1992-11-01,17.165,0.32,Algeria
1992-12-01,13.51,0.428,Algeria
1993-01-01,11.052999999999999,0.449,Algeria
1993-02-01,13.731,0.277,Algeria
1993-03-01,18.235,0.279,Algeria
1993-04-01,22.866999999999997,0.255,Algeria
1993-05-01,27.566999999999997,0.4,Algeria
1993-06-01,33.315,0.386,Algeria
1993-07-01,34.422000000000004,0.306,Algeria
1993-08-01,33.565,0.317,Algeria
1993-09-01,30.109,0.211,Algeria
1993-10-01,24.679,0.309,Algeria
1993-11-01,18.908,0.767,Algeria
1993-12-01,12.959,0.231,Algeria
1994-01-01,12.282,0.491,Algeria
1994-02-01,14.46,0.345,Algeria
1994-03-01,19.598,0.29600000000000004,Algeria
1994-04-01,21.848000000000006,0.261,Algeria
1994-05-01,28.923,0.304,Algeria
1994-06-01,32.788000000000004,0.307,Algeria
1994-07-01,34.266999999999996,0.31,Algeria
1994-08-01,34.129,0.317,Algeria
1994-09-01,29.85,0.396,Algeria
1994-10-01,24.064,0.337,Algeria
1994-11-01,18.686,0.277,Algeria
1994-12-01,12.81,0.21600000000000005,Algeria
1995-01-01,10.828,0.299,Algeria
1995-02-01,15.364999999999998,0.573,Algeria
1995-03-01,18.348,0.28600000000000003,Algeria
1995-04-01,21.881,0.218,Algeria
1995-05-01,29.081999999999997,0.321,Algeria
1995-06-01,32.133,0.403,Algeria
1995-07-01,34.121,0.384,Algeria
1995-08-01,34.443000000000005,0.33,Algeria
1995-09-01,30.432,0.231,Algeria
1995-10-01,24.311999999999998,0.234,Algeria
1995-11-01,18.689,0.222,Algeria
1995-12-01,15.036,0.332,Algeria
1996-01-01,14.843,0.603,Algeria
1996-02-01,14.925999999999998,0.329,Algeria
1996-03-01,19.184,0.248,Algeria
1996-04-01,23.200000000000006,0.499,Algeria
1996-05-01,28.035,0.403,Algeria
1996-06-01,31.019000000000002,0.329,Algeria
1996-07-01,33.976,0.31,Algeria
1996-08-01,34.243,0.578,Algeria
1996-09-01,29.897,0.612,Algeria
1996-10-01,23.385,0.219,Algeria
1996-11-01,17.796,0.28800000000000003,Algeria
1996-12-01,14.308,0.438,Algeria
1997-01-01,14.117,0.39,Algeria
1997-02-01,15.504000000000001,0.261,Algeria
1997-03-01,17.874000000000002,0.336,Algeria
1997-04-01,22.252,0.206,Algeria
1997-05-01,28.201,0.345,Algeria
1997-06-01,33.314,0.354,Algeria
1997-07-01,34.896,0.331,Algeria
1997-08-01,33.455,0.388,Algeria
1997-09-01,30.351999999999997,0.33,Algeria
1997-10-01,24.816000000000006,0.574,Algeria
1997-11-01,18.785999999999998,0.436,Algeria
1997-12-01,13.895,0.28600000000000003,Algeria
1998-01-01,13.23,0.265,Algeria
1998-02-01,15.867,0.607,Algeria
1998-03-01,18.227,0.271,Algeria
1998-04-01,24.861,0.259,Algeria
1998-05-01,27.368,0.404,Algeria
1998-06-01,32.526,0.52,Algeria
1998-07-01,35.058,0.306,Algeria
1998-08-01,34.349000000000004,0.319,Algeria
1998-09-01,31.763,0.219,Algeria
1998-10-01,24.055000000000003,0.28600000000000003,Algeria
1998-11-01,17.430999999999997,0.381,Algeria
1998-12-01,12.312,0.21,Algeria
1999-01-01,12.187,0.295,Algeria
1999-02-01,12.946,0.3720000000000001,Algeria
1999-03-01,19.304000000000002,0.265,Algeria
1999-04-01,24.834000000000003,0.324,Algeria
1999-05-01,30.143,0.48,Algeria
1999-06-01,33.75,0.597,Algeria
1999-07-01,35.178000000000004,0.435,Algeria
1999-08-01,34.934,0.326,Algeria
1999-09-01,31.711,0.371,Algeria
1999-10-01,26.290000000000006,0.203,Algeria
1999-11-01,17.779,0.266,Algeria
1999-12-01,12.537,0.208,Algeria
2000-01-01,11.260000000000002,0.28600000000000003,Algeria
2000-02-01,14.386,0.284,Algeria
2000-03-01,20.236,0.451,Algeria
2000-04-01,25.017000000000003,0.34700000000000003,Algeria
2000-05-01,29.425,0.339,Algeria
2000-06-01,32.172,0.364,Algeria
2000-07-01,34.933,0.344,Algeria
2000-08-01,33.748000000000005,0.236,Algeria
2000-09-01,30.635,0.225,Algeria
2000-10-01,23.424000000000003,0.382,Algeria
2000-11-01,18.709,0.299,Algeria
2000-12-01,14.442,0.239,Algeria
2001-01-01,13.127,0.301,Algeria
2001-02-01,14.525,0.401,Algeria
2001-03-01,22.359,0.322,Algeria
2001-04-01,23.730999999999998,0.7440000000000001,Algeria
2001-05-01,28.24,0.479,Algeria
2001-06-01,33.403,0.407,Algeria
2001-07-01,35.49800000000001,0.31,Algeria
2001-08-01,34.15,0.52,Algeria
2001-09-01,31.881,0.478,Algeria
2001-10-01,26.916999999999998,0.309,Algeria
2001-11-01,18.680999999999997,0.32299999999999995,Algeria
2001-12-01,14.181,0.335,Algeria
2002-01-01,12.269,0.35200000000000004,Algeria
2002-02-01,15.553999999999998,0.378,Algeria
2002-03-01,20.129,0.274,Algeria
2002-04-01,23.215,0.327,Algeria
2002-05-01,28.406,0.586,Algeria
2002-06-01,32.628,0.315,Algeria
2002-07-01,35.43,0.361,Algeria
2002-08-01,34.32,0.674,Algeria
2002-09-01,31.228,0.304,Algeria
2002-10-01,24.482000000000006,0.371,Algeria
2002-11-01,18.444000000000003,0.3,Algeria
2002-12-01,15.050999999999998,0.339,Algeria
2003-01-01,12.737,0.426,Algeria
2003-02-01,14.385,0.365,Algeria
2003-03-01,19.599,0.35200000000000004,Algeria
2003-04-01,24.085,0.342,Algeria
2003-05-01,29.116,0.396,Algeria
2003-06-01,33.07,0.561,Algeria
2003-07-01,35.829,0.4,Algeria
2003-08-01,34.038000000000004,0.263,Algeria
2003-09-01,31.135,0.52,Algeria
2003-10-01,26.638,0.441,Algeria
2003-11-01,18.76,0.281,Algeria
2003-12-01,13.332,0.382,Algeria
2004-01-01,13.008,0.326,Algeria
2004-02-01,16.674,0.251,Algeria
2004-03-01,19.649,0.21,Algeria
2004-04-01,23.331999999999997,0.602,Algeria
2004-05-01,26.333,0.383,Algeria
2004-06-01,32.359,0.452,Algeria
2004-07-01,33.934000000000005,0.6890000000000001,Algeria
2004-08-01,34.532,0.5529999999999999,Algeria
2004-09-01,29.781999999999996,0.489,Algeria
2004-10-01,26.374,0.539,Algeria
2004-11-01,17.278,0.278,Algeria
2004-12-01,13.737,0.273,Algeria
2005-01-01,10.748,0.272,Algeria
2005-02-01,13.5,0.365,Algeria
2005-03-01,20.446,0.485,Algeria
2005-04-01,24.624,0.395,Algeria
2005-05-01,30.515,0.382,Algeria
2005-06-01,32.3,0.465,Algeria
2005-07-01,35.702,0.332,Algeria
2005-08-01,34.174,0.513,Algeria
2005-09-01,30.38,0.5870000000000001,Algeria
2005-10-01,26.046000000000006,0.39,Algeria
2005-11-01,19.029,0.397,Algeria
2005-12-01,13.207,0.405,Algeria
2006-01-01,11.374,0.324,Algeria
2006-02-01,14.421,0.388,Algeria
2006-03-01,20.245,0.239,Algeria
2006-04-01,25.776000000000003,0.368,Algeria
2006-05-01,29.631999999999998,0.45,Algeria
2006-06-01,32.725,0.348,Algeria
2006-07-01,34.584,0.502,Algeria
2006-08-01,34.113,0.487,Algeria
2006-09-01,29.824,0.334,Algeria
2006-10-01,25.729000000000006,0.25,Algeria
2006-11-01,18.752,0.407,Algeria
2006-12-01,13.235,0.348,Algeria
2007-01-01,13.636,0.4370000000000001,Algeria
2007-02-01,16.852999999999998,0.297,Algeria
2007-03-01,18.295,0.279,Algeria
2007-04-01,23.462000000000003,0.269,Algeria
2007-05-01,28.139000000000006,0.225,Algeria
2007-06-01,32.869,0.33,Algeria
2007-07-01,34.341,0.483,Algeria
2007-08-01,33.863,0.562,Algeria
2007-09-01,31.036,0.718,Algeria
2007-10-01,25.148000000000003,0.217,Algeria
2007-11-01,18.105,0.302,Algeria
2007-12-01,13.037,0.383,Algeria
2008-01-01,11.936,0.24,Algeria
2008-02-01,15.584000000000001,0.309,Algeria
2008-03-01,19.943,0.276,Algeria
2008-04-01,24.425,0.255,Algeria
2008-05-01,28.590999999999998,0.21600000000000005,Algeria
2008-06-01,32.597,0.41,Algeria
2008-07-01,35.102000000000004,0.488,Algeria
2008-08-01,34.086,0.241,Algeria
2008-09-01,31.175,0.703,Algeria
2008-10-01,24.462000000000003,0.359,Algeria
2008-11-01,17.192999999999998,0.22,Algeria
2008-12-01,12.309,0.342,Algeria
2009-01-01,12.455,0.309,Algeria
2009-02-01,15.302,0.31,Algeria
2009-03-01,19.838,0.238,Algeria
2009-04-01,22.298,0.325,Algeria
2009-05-01,28.375,0.343,Algeria
2009-06-01,33.066,0.344,Algeria
2009-07-01,35.426,0.413,Algeria
2009-08-01,34.212,0.306,Algeria
2009-09-01,29.306,0.32299999999999995,Algeria
2009-10-01,25.229000000000006,0.29600000000000004,Algeria
2009-11-01,18.456,0.485,Algeria
2009-12-01,15.889000000000001,0.345,Algeria
2010-01-01,14.72,0.31,Algeria
2010-02-01,18.967,0.191,Algeria
2010-03-01,21.633000000000003,0.308,Algeria
2010-04-01,25.926,0.264,Algeria
2010-05-01,28.436999999999998,0.25,Algeria
2010-06-01,32.967,0.348,Algeria
2010-07-01,35.183,0.317,Algeria
2010-08-01,34.306,0.395,Algeria
2010-09-01,30.745,0.205,Algeria
2010-10-01,24.989,0.264,Algeria
2010-11-01,19.017,0.326,Algeria
2010-12-01,15.698,0.326,Algeria
2011-01-01,14.015,0.353,Algeria
2011-02-01,14.236,0.308,Algeria
2011-03-01,20.083,0.209,Algeria
2011-04-01,24.581999999999997,0.331,Algeria
2011-05-01,28.230999999999998,0.222,Algeria
2011-06-01,32.256,0.312,Algeria
2011-07-01,35.004000000000005,0.359,Algeria
2011-08-01,34.0,0.421,Algeria
2011-09-01,31.723000000000003,0.248,Algeria
2011-10-01,23.701,0.35100000000000003,Algeria
2011-11-01,18.855,0.34,Algeria
2011-12-01,13.044,0.361,Algeria
2012-01-01,11.363,0.423,Algeria
2012-02-01,12.09,0.428,Algeria
2012-03-01,18.32,0.206,Algeria
2012-04-01,23.349,0.248,Algeria
2012-05-01,29.664,0.35100000000000003,Algeria
2012-06-01,33.977,0.463,Algeria
2012-07-01,34.958,0.836,Algeria
2012-08-01,34.01,0.72,Algeria
2012-09-01,30.224,0.946,Algeria
2012-10-01,25.834000000000003,0.425,Algeria
2012-11-01,20.031,0.268,Algeria
2012-12-01,13.638,0.501,Algeria
2013-01-01,12.780999999999999,0.442,Algeria
2013-02-01,14.211,0.312,Algeria
2013-03-01,21.027,0.243,Algeria
2013-04-01,24.241999999999997,0.472,Algeria
2013-05-01,28.482,0.264,Algeria
2013-06-01,32.288000000000004,0.449,Algeria
2013-07-01,34.707,0.521,Algeria
2013-08-01,33.234,0.7979999999999999,Algeria
2013-09-01,,,Algeria
1867-01-01,26.647,1.015,American Samoa
1867-02-01,26.428,0.897,American Samoa
1867-03-01,26.453000000000003,0.889,American Samoa
1867-04-01,26.811,0.994,American Samoa
1867-05-01,26.435,0.9,American Samoa
1867-06-01,26.191,0.8690000000000001,American Samoa
1867-07-01,25.981,0.904,American Samoa
1867-08-01,25.753,0.883,American Samoa
1867-09-01,25.744,0.871,American Samoa
1867-10-01,26.3,0.826,American Samoa
1867-11-01,26.915,1.365,American Samoa
1867-12-01,26.666,1.181,American Samoa
1868-01-01,,,American Samoa
1868-02-01,,,American Samoa
1868-03-01,,,American Samoa
1868-04-01,,,American Samoa
1868-05-01,,,American Samoa
1868-06-01,,,American Samoa
1868-07-01,26.224,0.8440000000000001,American Samoa
1868-08-01,25.764,0.88,American Samoa
1868-09-01,25.261000000000006,0.962,American Samoa
1868-10-01,26.052,0.8859999999999999,American Samoa
1868-11-01,25.5,1.031,American Samoa
1868-12-01,26.171999999999997,0.946,American Samoa
1869-01-01,26.256999999999998,1.131,American Samoa
1869-02-01,27.299,1.031,American Samoa
1869-03-01,26.189,0.925,American Samoa
1869-04-01,26.415,1.023,American Samoa
1869-05-01,26.948,0.873,American Samoa
1869-06-01,26.295,0.857,American Samoa
1869-07-01,,,American Samoa
1869-08-01,,,American Samoa
1869-09-01,26.146,0.865,American Samoa
1869-10-01,25.807,0.887,American Samoa
1869-11-01,26.209,0.809,American Samoa
1869-12-01,25.628,0.987,American Samoa
1870-01-01,26.259,0.928,American Samoa
1870-02-01,25.932,1.031,American Samoa
1870-03-01,,,American Samoa
1870-04-01,,,American Samoa
1870-05-01,,,American Samoa
1870-06-01,,,American Samoa
1870-07-01,,,American Samoa
1870-08-01,,,American Samoa
1870-09-01,26.303,0.919,American Samoa
1870-10-01,25.796,0.931,American Samoa
1870-11-01,26.059,1.108,American Samoa
1870-12-01,25.299,1.008,American Samoa
1871-01-01,26.038,1.032,American Samoa
1871-02-01,25.851,1.1,American Samoa
1871-03-01,26.546,0.973,American Samoa
1871-04-01,26.71,0.8290000000000001,American Samoa
1871-05-01,26.549,0.8959999999999999,American Samoa
1871-06-01,26.2,0.818,American Samoa
1871-07-01,26.424,0.902,American Samoa
1871-08-01,26.149,0.818,American Samoa
1871-09-01,26.039,0.843,American Samoa
1871-10-01,26.346,0.898,American Samoa
1871-11-01,25.832,0.988,American Samoa
1871-12-01,26.156,0.8959999999999999,American Samoa
1872-01-01,26.039,1.4369999999999998,American Samoa
1872-02-01,26.141,1.007,American Samoa
1872-03-01,26.892,0.917,American Samoa
1872-04-01,26.38,1.205,American Samoa
1872-05-01,26.829,0.898,American Samoa
1872-06-01,26.02,0.8859999999999999,American Samoa
1872-07-01,,,American Samoa
1872-08-01,,,American Samoa
1872-09-01,,,American Samoa
1872-10-01,25.978,0.8,American Samoa
1872-11-01,25.883000000000003,0.83,American Samoa
1872-12-01,25.673000000000002,1.262,American Samoa
1873-01-01,26.183000000000003,0.934,American Samoa
1873-02-01,26.726999999999997,1.037,American Samoa
1873-03-01,26.488000000000003,0.861,American Samoa
1873-04-01,26.213,1.082,American Samoa
1873-05-01,26.487,0.87,American Samoa
1873-06-01,26.252,0.826,American Samoa
1873-07-01,26.209,0.861,American Samoa
1873-08-01,25.863000000000003,0.8009999999999999,American Samoa
1873-09-01,25.526,0.904,American Samoa
1873-10-01,,,American Samoa
1873-11-01,,,American Samoa
1873-12-01,,,American Samoa
1874-01-01,,,American Samoa
1874-02-01,,,American Samoa
1874-03-01,,,American Samoa
1874-04-01,,,American Samoa
1874-05-01,26.659000000000002,0.831,American Samoa
1874-06-01,26.289,0.951,American Samoa
1874-07-01,25.864,0.8029999999999999,American Samoa
1874-08-01,26.117,0.8270000000000001,American Samoa
1874-09-01,26.333,0.826,American Samoa
1874-10-01,25.898000000000003,0.8029999999999999,American Samoa
1874-11-01,25.891,0.879,American Samoa
1874-12-01,,,American Samoa
1875-01-01,,,American Samoa
1875-02-01,,,American Samoa
1875-03-01,,,American Samoa
1875-04-01,,,American Samoa
1875-05-01,26.328000000000003,0.8190000000000001,American Samoa
1875-06-01,26.070999999999998,0.905,American Samoa
1875-07-01,26.06,0.851,American Samoa
1875-08-01,25.739,0.8,American Samoa
1875-09-01,25.515,0.809,American Samoa
1875-10-01,25.55,0.8079999999999999,American Samoa
1875-11-01,25.324,1.01,American Samoa
1875-12-01,25.965999999999998,0.904,American Samoa
1876-01-01,26.261999999999997,0.858,American Samoa
1876-02-01,26.368000000000002,0.862,American Samoa
1876-03-01,26.33,1.0659999999999998,American Samoa
1876-04-01,26.65,0.93,American Samoa
1876-05-01,26.294,0.929,American Samoa
1876-06-01,,,American Samoa
1876-07-01,26.281,0.853,American Samoa
1876-08-01,,,American Samoa
1876-09-01,25.595,0.868,American Samoa
1876-10-01,,,American Samoa
1876-11-01,,,American Samoa
1876-12-01,,,American Samoa
1877-01-01,,,American Samoa
1877-02-01,,,American Samoa
1877-03-01,,,American Samoa
1877-04-01,,,American Samoa
1877-05-01,,,American Samoa
1877-06-01,,,American Samoa
1877-07-01,,,American Samoa
1877-08-01,,,American Samoa
1877-09-01,,,American Samoa
1877-10-01,,,American Samoa
1877-11-01,,,American Samoa
1877-12-01,,,American Samoa
1878-01-01,,,American Samoa
1878-02-01,,,American Samoa
1878-03-01,,,American Samoa
1878-04-01,,,American Samoa
1878-05-01,,,American Samoa
1878-06-01,,,American Samoa
1878-07-01,,,American Samoa
1878-08-01,,,American Samoa
1878-09-01,,,American Samoa
1878-10-01,,,American Samoa
1878-11-01,,,American Samoa
1878-12-01,,,American Samoa
1879-01-01,,,American Samoa
1879-02-01,,,American Samoa
1879-03-01,,,American Samoa
1879-04-01,,,American Samoa
1879-05-01,,,American Samoa
1879-06-01,,,American Samoa
1879-07-01,,,American Samoa
1879-08-01,,,American Samoa
1879-09-01,,,American Samoa
1879-10-01,,,American Samoa
1879-11-01,,,American Samoa
1879-12-01,,,American Samoa
1880-01-01,,,American Samoa
1880-02-01,,,American Samoa
1880-03-01,,,American Samoa
1880-04-01,,,American Samoa
1880-05-01,,,American Samoa
1880-06-01,,,American Samoa
1880-07-01,,,American Samoa
1880-08-01,,,American Samoa
1880-09-01,,,American Samoa
1880-10-01,,,American Samoa
1880-11-01,,,American Samoa
1880-12-01,,,American Samoa
1881-01-01,,,American Samoa
1881-02-01,,,American Samoa
1881-03-01,,,American Samoa
1881-04-01,,,American Samoa
1881-05-01,,,American Samoa
1881-06-01,,,American Samoa
1881-07-01,,,American Samoa
1881-08-01,,,American Samoa
1881-09-01,,,American Samoa
1881-10-01,,,American Samoa
1881-11-01,,,American Samoa
1881-12-01,,,American Samoa
1882-01-01,,,American Samoa
1882-02-01,,,American Samoa
1882-03-01,,,American Samoa
1882-04-01,,,American Samoa
1882-05-01,,,American Samoa
1882-06-01,,,American Samoa
1882-07-01,,,American Samoa
1882-08-01,,,American Samoa
1882-09-01,,,American Samoa
1882-10-01,,,American Samoa
1882-11-01,,,American Samoa
1882-12-01,,,American Samoa
1883-01-01,25.815,0.7120000000000001,American Samoa
1883-02-01,25.597,0.963,American Samoa
1883-03-01,26.660999999999998,0.792,American Samoa
1883-04-01,26.548,0.713,American Samoa
1883-05-01,26.546,0.736,American Samoa
1883-06-01,26.42,0.721,American Samoa
1883-07-01,26.217,0.906,American Samoa
1883-08-01,25.785,0.754,American Samoa
1883-09-01,25.479000000000006,0.679,American Samoa
1883-10-01,25.536,0.7829999999999999,American Samoa
1883-11-01,25.519000000000002,0.79,American Samoa
1883-12-01,25.99,0.838,American Samoa
1884-01-01,26.116999999999997,0.797,American Samoa
1884-02-01,26.148000000000003,0.6759999999999999,American Samoa
1884-03-01,25.971999999999998,1.082,American Samoa
1884-04-01,25.86,0.882,American Samoa
1884-05-01,25.787,0.7559999999999999,American Samoa
1884-06-01,25.804,0.8540000000000001,American Samoa
1884-07-01,25.301,0.7909999999999999,American Samoa
1884-08-01,25.361,0.787,American Samoa
1884-09-01,24.906999999999996,1.088,American Samoa
1884-10-01,25.13,1.0659999999999998,American Samoa
1884-11-01,25.597,0.713,American Samoa
1884-12-01,26.022,0.757,American Samoa
1885-01-01,25.47,0.8370000000000001,American Samoa
1885-02-01,26.203000000000003,0.812,American Samoa
1885-03-01,26.545,0.7879999999999999,American Samoa
1885-04-01,26.138,0.8320000000000001,American Samoa
1885-05-01,26.188000000000002,0.736,American Samoa
1885-06-01,25.616999999999997,0.782,American Samoa
1885-07-01,25.685,0.7709999999999999,American Samoa
1885-08-01,25.222,1.147,American Samoa
1885-09-01,24.833,1.6269999999999998,American Samoa
1885-10-01,25.081,1.4380000000000002,American Samoa
1885-11-01,,,American Samoa
1885-12-01,26.271,0.98,American Samoa
1886-01-01,25.573,0.8190000000000001,American Samoa
1886-02-01,26.071,1.193,American Samoa
1886-03-01,26.076999999999998,0.667,American Samoa
1886-04-01,26.18,0.8109999999999999,American Samoa
1886-05-01,26.26,0.843,American Samoa
1886-06-01,25.791999999999998,0.669,American Samoa
1886-07-01,25.956,0.759,American Samoa
1886-08-01,25.68,0.708,American Samoa
1886-09-01,25.767,0.722,American Samoa
1886-10-01,25.661,0.8079999999999999,American Samoa
1886-11-01,25.226,1.022,American Samoa
1886-12-01,25.961,0.976,American Samoa
1887-01-01,25.003,0.871,American Samoa
1887-02-01,25.554000000000002,1.032,American Samoa
1887-03-01,25.709,1.1740000000000002,American Samoa
1887-04-01,26.08,0.768,American Samoa
1887-05-01,26.674,0.826,American Samoa
1887-06-01,26.6,1.471,American Samoa
1887-07-01,25.993000000000002,0.736,American Samoa
1887-08-01,25.487,0.685,American Samoa
1887-09-01,25.939,0.737,American Samoa
1887-10-01,25.884,0.792,American Samoa
1887-11-01,25.878,0.708,American Samoa
1887-12-01,25.912,0.7070000000000001,American Samoa
1888-01-01,,,American Samoa
1888-02-01,,,American Samoa
1888-03-01,,,American Samoa
1888-04-01,,,American Samoa
1888-05-01,,,American Samoa
1888-06-01,,,American Samoa
1888-07-01,,,American Samoa
1888-08-01,,,American Samoa
